:START_ID,:END_ID,relation,:TYPE
10228,20024,å±¬æ\,å±¬æ\
10229,20001,å±¬æ\,å±¬æ\
10229,20002,å±¬æ\,å±¬æ\
10229,20005,å±¬æ\,å±¬æ\
10230,20001,å±¬æ\,å±¬æ\
10230,20006,å±¬æ\,å±¬æ\
10231,20001,å±¬æ\,å±¬æ\
10231,20016,å±¬æ\,å±¬æ\
10231,20006,å±¬æ\,å±¬æ\
10231,20008,å±¬æ\,å±¬æ\
10232,20001,å±¬æ\,å±¬æ\
10232,20006,å±¬æ\,å±¬æ\
10232,20027,å±¬æ\,å±¬æ\
10233,20001,å±¬æ\,å±¬æ\
10233,20013,å±¬æ\,å±¬æ\
10233,20010,å±¬æ\,å±¬æ\
10234,20001,å±¬æ\,å±¬æ\
10234,20007,å±¬æ\,å±¬æ\
10234,20008,å±¬æ\,å±¬æ\
10235,20001,å±¬æ\,å±¬æ\
10235,20003,å±¬æ\,å±¬æ\
10235,20012,å±¬æ\,å±¬æ\
10235,20011,å±¬æ\,å±¬æ\
10236,20001,å±¬æ\,å±¬æ\
10237,20006,å±¬æ\,å±¬æ\
10237,20003,å±¬æ\,å±¬æ\
10237,20013,å±¬æ\,å±¬æ\
10237,20011,å±¬æ\,å±¬æ\
10238,20001,å±¬æ\,å±¬æ\
10238,20016,å±¬æ\,å±¬æ\
10238,20006,å±¬æ\,å±¬æ\
10238,20020,å±¬æ\,å±¬æ\
10239,20001,å±¬æ\,å±¬æ\
10239,20018,å±¬æ\,å±¬æ\
10240,20001,å±¬æ\,å±¬æ\
10240,20018,å±¬æ\,å±¬æ\
10241,20001,å±¬æ\,å±¬æ\
10241,20003,å±¬æ\,å±¬æ\
10242,20016,å±¬æ\,å±¬æ\
10242,20006,å±¬æ\,å±¬æ\
10242,20010,å±¬æ\,å±¬æ\
10242,20017,å±¬æ\,å±¬æ\
10243,20001,å±¬æ\,å±¬æ\
10243,20003,å±¬æ\,å±¬æ\
10243,20011,å±¬æ\,å±¬æ\
10244,20013,å±¬æ\,å±¬æ\
10244,20010,å±¬æ\,å±¬æ\
10244,20011,å±¬æ\,å±¬æ\
10245,20001,å±¬æ\,å±¬æ\
10245,20005,å±¬æ\,å±¬æ\
10246,20001,å±¬æ\,å±¬æ\
10247,20001,å±¬æ\,å±¬æ\
10247,20012,å±¬æ\,å±¬æ\
10247,20005,å±¬æ\,å±¬æ\
10248,20016,å±¬æ\,å±¬æ\
10248,20013,å±¬æ\,å±¬æ\
10248,20011,å±¬æ\,å±¬æ\
10249,20001,å±¬æ\,å±¬æ\
10249,20009,å±¬æ\,å±¬æ\
10249,20014,å±¬æ\,å±¬æ\
10250,20001,å±¬æ\,å±¬æ\
10250,20016,å±¬æ\,å±¬æ\
10250,20006,å±¬æ\,å±¬æ\
